dataset,image_name,class_name,count,avg_confidence
stress_test,009_aug3_light_0.72_-1+noise+blur_k5.jpg,grozi_89,2,0.3136
stress_test,010_aug1_blur_k5.jpg,grozi_68,19,0.6652
stress_test,010_aug1_blur_k5.jpg,grozi_89,1,0.6512
stress_test,010_aug1_blur_k5.jpg,grozi_37,1,0.5072
stress_test,010_aug1_blur_k5.jpg,grozi_19,1,0.5049
stress_test,010_aug1_blur_k5.jpg,grozi_31,1,0.3591
stress_test,010_aug1_blur_k5.jpg,grozi_24,1,0.3242
stress_test,010_aug2_occlusion2.jpg,grozi_68,10,0.717
stress_test,010_aug2_occlusion2.jpg,grozi_89,1,0.7769
stress_test,010_aug2_occlusion2.jpg,grozi_37,2,0.4704
stress_test,010_aug2_occlusion2.jpg,grozi_19,1,0.4068
stress_test,010_aug2_occlusion2.jpg,grozi_31,1,0.3981
stress_test,010_aug2_occlusion2.jpg,grozi_24,1,0.3302
stress_test,010_aug3_light_1.01_3.jpg,grozi_68,15,0.6619
stress_test,010_aug3_light_1.01_3.jpg,grozi_89,2,0.5021
stress_test,010_aug3_light_1.01_3.jpg,grozi_19,1,0.4871
stress_test,010_aug3_light_1.01_3.jpg,grozi_31,1,0.364
stress_test,010_aug3_light_1.01_3.jpg,grozi_24,1,0.328
stress_test,010_aug3_light_1.01_3.jpg,grozi_10,1,0.3043
stress_test,011_aug1_perspective+light_1.27_-34+color_-9_-16_18.jpg,grozi_118,5,0.3399
stress_test,011_aug1_perspective+light_1.27_-34+color_-9_-16_18.jpg,grozi_21,2,0.3443
stress_test,011_aug1_perspective+light_1.27_-34+color_-9_-16_18.jpg,grozi_89,2,0.3181
stress_test,011_aug1_perspective+light_1.27_-34+color_-9_-16_18.jpg,grozi_82,1,0.3368
stress_test,011_aug1_perspective+light_1.27_-34+color_-9_-16_18.jpg,grozi_55,1,0.3046
stress_test,011_aug2_noise.jpg,grozi_55,2,0.654
stress_test,011_aug2_noise.jpg,grozi_21,1,0.4576
stress_test,011_aug2_noise.jpg,grozi_94,1,0.3695
stress_test,011_aug2_noise.jpg,grozi_118,1,0.279
stress_test,011_aug3_light_0.77_8+color_19_-15_6.jpg,grozi_55,1,0.9594
stress_test,011_aug3_light_0.77_8+color_19_-15_6.jpg,grozi_82,1,0.7066
stress_test,011_aug3_light_0.77_8+color_19_-15_6.jpg,grozi_89,1,0.6548
stress_test,011_aug3_light_0.77_8+color_19_-15_6.jpg,grozi_118,2,0.3825
stress_test,011_aug3_light_0.77_8+color_19_-15_6.jpg,grozi_102,1,0.272
stress_test,012_aug1_color_-4_-7_22+noise+perspective.jpg,grozi_10,1,0.9391
stress_test,012_aug1_color_-4_-7_22+noise+perspective.jpg,grozi_7,3,0.7971
stress_test,012_aug1_color_-4_-7_22+noise+perspective.jpg,grozi_37,7,0.6949
stress_test,012_aug1_color_-4_-7_22+noise+perspective.jpg,grozi_31,7,0.4754
stress_test,012_aug1_color_-4_-7_22+noise+perspective.jpg,grozi_18,1,0.3806
stress_test,012_aug1_color_-4_-7_22+noise+perspective.jpg,grozi_15,1,0.3273
stress_test,012_aug1_color_-4_-7_22+noise+perspective.jpg,grozi_30,1,0.3065
stress_test,012_aug1_color_-4_-7_22+noise+perspective.jpg,grozi_68,1,0.2726
stress_test,012_aug1_color_-4_-7_22+noise+perspective.jpg,grozi_19,1,0.2688
stress_test,012_aug2_light_0.92_40+noise.jpg,grozi_10,5,0.8117
stress_test,012_aug2_light_0.92_40+noise.jpg,grozi_7,2,0.8351
stress_test,012_aug2_light_0.92_40+noise.jpg,grozi_68,6,0.5802
stress_test,012_aug2_light_0.92_40+noise.jpg,grozi_19,4,0.4051
stress_test,012_aug2_light_0.92_40+noise.jpg,grozi_89,1,0.4736
stress_test,012_aug2_light_0.92_40+noise.jpg,grozi_15,2,0.2647
stress_test,012_aug3_color_-7_12_-4.jpg,grozi_7,5,0.8615
stress_test,012_aug3_color_-7_12_-4.jpg,grozi_10,3,0.8484
stress_test,012_aug3_color_-7_12_-4.jpg,grozi_68,9,0.6361
stress_test,012_aug3_color_-7_12_-4.jpg,grozi_31,5,0.4078
stress_test,012_aug3_color_-7_12_-4.jpg,grozi_19,3,0.377
stress_test,012_aug3_color_-7_12_-4.jpg,grozi_30,2,0.3486
stress_test,012_aug3_color_-7_12_-4.jpg,grozi_24,1,0.3598
stress_test,012_aug3_color_-7_12_-4.jpg,grozi_37,4,0.3024
stress_test,012_aug3_color_-7_12_-4.jpg,grozi_18,1,0.2772
stress_test,013_aug1_perspective.jpg,grozi_21,4,0.7725
stress_test,013_aug1_perspective.jpg,grozi_82,1,0.3139
stress_test,013_aug1_perspective.jpg,grozi_33,1,0.3064
stress_test,013_aug2_color_-12_-4_-13+perspective+light_0.95_-20.jpg,grozi_89,2,0.4043
stress_test,013_aug2_color_-12_-4_-13+perspective+light_0.95_-20.jpg,grozi_21,3,0.3659
stress_test,013_aug2_color_-12_-4_-13+perspective+light_0.95_-20.jpg,grozi_15,2,0.283
stress_test,013_aug2_color_-12_-4_-13+perspective+light_0.95_-20.jpg,grozi_82,1,0.2811
stress_test,013_aug3_light_1.04_26.jpg,grozi_21,3,0.7392
stress_test,013_aug3_light_1.04_26.jpg,grozi_55,1,0.5347
stress_test,013_aug3_light_1.04_26.jpg,grozi_82,2,0.3427
stress_test,013_aug3_light_1.04_26.jpg,grozi_33,1,0.2933
stress_test,013_aug3_light_1.04_26.jpg,grozi_89,1,0.2908
stress_test,014_aug1_light_0.83_-30.jpg,grozi_15,5,0.8395
stress_test,014_aug1_light_0.83_-30.jpg,grozi_21,1,0.7913
stress_test,014_aug1_light_0.83_-30.jpg,grozi_55,3,0.4244
stress_test,014_aug1_light_0.83_-30.jpg,grozi_115,1,0.3251
stress_test,014_aug1_light_0.83_-30.jpg,grozi_89,1,0.3045
stress_test,014_aug2_blur_k7+occlusion3.jpg,grozi_15,7,0.743
stress_test,014_aug2_blur_k7+occlusion3.jpg,grozi_21,1,0.7567
stress_test,014_aug2_blur_k7+occlusion3.jpg,grozi_115,1,0.5014
stress_test,014_aug2_blur_k7+occlusion3.jpg,grozi_11,1,0.3646
stress_test,014_aug2_blur_k7+occlusion3.jpg,grozi_55,1,0.336
stress_test,014_aug2_blur_k7+occlusion3.jpg,grozi_37,1,0.3119
stress_test,014_aug2_blur_k7+occlusion3.jpg,grozi_89,1,0.2983
stress_test,014_aug3_blur_k3+occlusion2+noise.jpg,grozi_15,8,0.6752
stress_test,014_aug3_blur_k3+occlusion2+noise.jpg,grozi_21,1,0.8796
stress_test,014_aug3_blur_k3+occlusion2+noise.jpg,grozi_89,3,0.3218
stress_test,014_aug3_blur_k3+occlusion2+noise.jpg,grozi_30,2,0.3139
stress_test,014_aug3_blur_k3+occlusion2+noise.jpg,grozi_55,4,0.3434
stress_test,015_aug1_occlusion1+color_-19_-9_27+blur_k5.jpg,grozi_68,2,0.6809
stress_test,015_aug1_occlusion1+color_-19_-9_27+blur_k5.jpg,grozi_21,4,0.7293
stress_test,015_aug1_occlusion1+color_-19_-9_27+blur_k5.jpg,grozi_89,4,0.5413
stress_test,015_aug1_occlusion1+color_-19_-9_27+blur_k5.jpg,grozi_55,1,0.5232
stress_test,015_aug1_occlusion1+color_-19_-9_27+blur_k5.jpg,grozi_82,1,0.3344
stress_test,015_aug2_noise+blur_k7.jpg,grozi_118,7,0.7099
stress_test,015_aug2_noise+blur_k7.jpg,grozi_21,6,0.5918
stress_test,015_aug2_noise+blur_k7.jpg,grozi_89,1,0.9699
stress_test,015_aug2_noise+blur_k7.jpg,grozi_55,2,0.5927
stress_test,015_aug2_noise+blur_k7.jpg,grozi_68,1,0.5508
stress_test,015_aug2_noise+blur_k7.jpg,grozi_82,1,0.3007
stress_test,015_aug3_occlusion1.jpg,grozi_118,7,0.6925
stress_test,015_aug3_occlusion1.jpg,grozi_21,3,0.8593
stress_test,015_aug3_occlusion1.jpg,grozi_89,1,0.9653
stress_test,015_aug3_occlusion1.jpg,grozi_55,1,0.922
stress_test,015_aug3_occlusion1.jpg,grozi_68,1,0.4394
stress_test,015_aug3_occlusion1.jpg,grozi_82,2,0.3139
stress_test,016_aug1_perspective+noise.jpg,grozi_68,28,0.7124
stress_test,016_aug1_perspective+noise.jpg,grozi_7,3,0.6608
stress_test,016_aug1_perspective+noise.jpg,grozi_10,3,0.4788
stress_test,016_aug1_perspective+noise.jpg,grozi_55,1,0.7097
stress_test,016_aug1_perspective+noise.jpg,grozi_21,4,0.5994
stress_test,016_aug1_perspective+noise.jpg,grozi_89,2,0.587
stress_test,016_aug1_perspective+noise.jpg,grozi_82,1,0.4102
stress_test,016_aug1_perspective+noise.jpg,grozi_30,1,0.3062
stress_test,016_aug2_perspective+color_-4_-18_-14.jpg,grozi_68,35,0.7981
stress_test,016_aug2_perspective+color_-4_-18_-14.jpg,grozi_21,3,0.6875
stress_test,016_aug2_perspective+color_-4_-18_-14.jpg,grozi_10,2,0.6443
stress_test,016_aug2_perspective+color_-4_-18_-14.jpg,grozi_118,2,0.7158
stress_test,016_aug2_perspective+color_-4_-18_-14.jpg,grozi_55,1,0.7127
stress_test,016_aug2_perspective+color_-4_-18_-14.jpg,grozi_82,1,0.6354
stress_test,016_aug2_perspective+color_-4_-18_-14.jpg,grozi_89,2,0.5766
stress_test,016_aug2_perspective+color_-4_-18_-14.jpg,grozi_19,2,0.4229
stress_test,016_aug3_occlusion2+perspective+color_22_1_19.jpg,grozi_68,25,0.7723
stress_test,016_aug3_occlusion2+perspective+color_22_1_19.jpg,grozi_21,4,0.7
stress_test,016_aug3_occlusion2+perspective+color_22_1_19.jpg,grozi_55,1,0.9093
stress_test,016_aug3_occlusion2+perspective+color_22_1_19.jpg,grozi_118,5,0.5967
stress_test,016_aug3_occlusion2+perspective+color_22_1_19.jpg,grozi_89,2,0.465
stress_test,016_aug3_occlusion2+perspective+color_22_1_19.jpg,grozi_10,1,0.4725
stress_test,017_aug1_noise+light_0.81_-15.jpg,grozi_15,6,0.6396
stress_test,017_aug1_noise+light_0.81_-15.jpg,grozi_31,2,0.5597
stress_test,017_aug1_noise+light_0.81_-15.jpg,grozi_37,1,0.5313
stress_test,017_aug1_noise+light_0.81_-15.jpg,grozi_30,1,0.2854
stress_test,017_aug2_perspective+occlusion2.jpg,grozi_31,4,0.5638
stress_test,017_aug2_perspective+occlusion2.jpg,grozi_15,4,0.4658
stress_test,017_aug2_perspective+occlusion2.jpg,grozi_18,1,0.4219
stress_test,017_aug2_perspective+occlusion2.jpg,grozi_37,1,0.3858
stress_test,017_aug2_perspective+occlusion2.jpg,grozi_30,2,0.3044
stress_test,017_aug2_perspective+occlusion2.jpg,grozi_113,1,0.2526
stress_test,017_aug3_perspective.jpg,grozi_15,6,0.5276
stress_test,017_aug3_perspective.jpg,grozi_31,2,0.5958
stress_test,017_aug3_perspective.jpg,grozi_37,4,0.4801
stress_test,017_aug3_perspective.jpg,grozi_30,3,0.3702
stress_test,017_aug3_perspective.jpg,grozi_64,1,0.2526
stress_test,018_aug1_occlusion3+noise.jpg,grozi_68,16,0.6073
stress_test,018_aug1_occlusion3+noise.jpg,grozi_37,17,0.5795
stress_test,018_aug1_occlusion3+noise.jpg,grozi_31,13,0.5473
stress_test,018_aug1_occlusion3+noise.jpg,grozi_15,2,0.6656
stress_test,018_aug1_occlusion3+noise.jpg,grozi_30,3,0.398
stress_test,018_aug1_occlusion3+noise.jpg,grozi_113,1,0.299
stress_test,018_aug1_occlusion3+noise.jpg,grozi_89,1,0.2941
stress_test,018_aug1_occlusion3+noise.jpg,grozi_11,1,0.2933
stress_test,018_aug2_noise.jpg,grozi_68,14,0.6295
stress_test,018_aug2_noise.jpg,grozi_15,3,0.5053
stress_test,018_aug2_noise.jpg,grozi_31,9,0.4287
stress_test,018_aug2_noise.jpg,grozi_37,6,0.4013
stress_test,018_aug2_noise.jpg,grozi_30,5,0.3563
stress_test,018_aug2_noise.jpg,grozi_18,2,0.3181
stress_test,018_aug2_noise.jpg,grozi_7,1,0.3158
stress_test,018_aug2_noise.jpg,grozi_19,1,0.2889
stress_test,018_aug2_noise.jpg,grozi_29,1,0.2759
stress_test,018_aug2_noise.jpg,grozi_24,1,0.2687
stress_test,018_aug3_blur_k3.jpg,grozi_68,16,0.652
stress_test,018_aug3_blur_k3.jpg,grozi_15,3,0.4605
stress_test,018_aug3_blur_k3.jpg,grozi_31,4,0.4551
stress_test,018_aug3_blur_k3.jpg,grozi_37,6,0.4205
stress_test,018_aug3_blur_k3.jpg,grozi_30,4,0.3393
stress_test,018_aug3_blur_k3.jpg,grozi_7,1,0.3714
stress_test,018_aug3_blur_k3.jpg,grozi_18,1,0.3418
stress_test,018_aug3_blur_k3.jpg,grozi_24,1,0.2879
stress_test,019_aug1_blur_k5.jpg,grozi_21,2,0.6346
stress_test,019_aug1_blur_k5.jpg,grozi_102,1,0.4991
stress_test,019_aug1_blur_k5.jpg,grozi_89,1,0.4407
stress_test,019_aug1_blur_k5.jpg,grozi_55,3,0.3181
stress_test,019_aug1_blur_k5.jpg,grozi_68,2,0.3224
stress_test,019_aug2_light_1.22_6+occlusion3+color_-9_24_13.jpg,grozi_15,7,0.5322
stress_test,019_aug2_light_1.22_6+occlusion3+color_-9_24_13.jpg,grozi_30,5,0.385
stress_test,019_aug2_light_1.22_6+occlusion3+color_-9_24_13.jpg,grozi_19,1,0.405
stress_test,019_aug2_light_1.22_6+occlusion3+color_-9_24_13.jpg,grozi_31,2,0.3358
stress_test,019_aug2_light_1.22_6+occlusion3+color_-9_24_13.jpg,grozi_113,1,0.2598
stress_test,019_aug2_light_1.22_6+occlusion3+color_-9_24_13.jpg,grozi_94,1,0.2519
stress_test,019_aug3_light_0.77_28+color_9_-12_9.jpg,grozi_21,5,0.7187
stress_test,019_aug3_light_0.77_28+color_9_-12_9.jpg,grozi_118,5,0.6283
stress_test,019_aug3_light_0.77_28+color_9_-12_9.jpg,grozi_55,5,0.5111
stress_test,019_aug3_light_0.77_28+color_9_-12_9.jpg,grozi_89,1,0.6935
stress_test,019_aug3_light_0.77_28+color_9_-12_9.jpg,grozi_82,2,0.3382
stress_test,020_aug1_color_28_8_19+noise+perspective.jpg,grozi_15,3,0.4136
stress_test,020_aug1_color_28_8_19+noise+perspective.jpg,grozi_55,1,0.506
stress_test,020_aug1_color_28_8_19+noise+perspective.jpg,grozi_21,1,0.4383
stress_test,020_aug1_color_28_8_19+noise+perspective.jpg,grozi_102,1,0.3615
stress_test,020_aug1_color_28_8_19+noise+perspective.jpg,grozi_94,1,0.304
stress_test,020_aug1_color_28_8_19+noise+perspective.jpg,grozi_113,1,0.252
stress_test,020_aug2_noise.jpg,grozi_37,6,0.7853
stress_test,020_aug2_noise.jpg,grozi_15,11,0.6183
stress_test,020_aug2_noise.jpg,grozi_30,1,0.2612
stress_test,020_aug3_occlusion2+blur_k3+perspective.jpg,grozi_15,21,0.6545
stress_test,020_aug3_occlusion2+blur_k3+perspective.jpg,grozi_37,4,0.7194
stress_test,020_aug3_occlusion2+blur_k3+perspective.jpg,grozi_31,1,0.6021
stress_test,020_aug3_occlusion2+blur_k3+perspective.jpg,grozi_89,2,0.4888
stress_test,020_aug3_occlusion2+blur_k3+perspective.jpg,grozi_55,1,0.438
stress_test,020_aug3_occlusion2+blur_k3+perspective.jpg,grozi_35,1,0.3322
stress_test,021_aug1_color_6_-17_-7+occlusion2.jpg,grozi_10,4,0.9533
stress_test,021_aug1_color_6_-17_-7+occlusion2.jpg,grozi_89,14,0.5597
stress_test,021_aug1_color_6_-17_-7+occlusion2.jpg,grozi_37,4,0.7714
stress_test,021_aug1_color_6_-17_-7+occlusion2.jpg,grozi_62,2,0.7775
stress_test,021_aug1_color_6_-17_-7+occlusion2.jpg,grozi_50,3,0.5703
stress_test,021_aug1_color_6_-17_-7+occlusion2.jpg,grozi_7,5,0.4767
stress_test,021_aug1_color_6_-17_-7+occlusion2.jpg,grozi_30,2,0.587
stress_test,021_aug1_color_6_-17_-7+occlusion2.jpg,grozi_19,2,0.5125
stress_test,021_aug1_color_6_-17_-7+occlusion2.jpg,grozi_68,5,0.4098
stress_test,021_aug2_perspective.jpg,grozi_30,9,0.722
stress_test,021_aug2_perspective.jpg,grozi_89,9,0.5291
stress_test,021_aug2_perspective.jpg,grozi_10,2,0.9458
stress_test,021_aug2_perspective.jpg,grozi_37,7,0.8819
stress_test,021_aug2_perspective.jpg,grozi_68,3,0.4185
stress_test,021_aug2_perspective.jpg,grozi_118,1,0.4364
stress_test,021_aug3_noise+color_-3_7_11+blur_k3.jpg,grozi_10,4,0.9679
stress_test,021_aug3_noise+color_-3_7_11+blur_k3.jpg,grozi_37,8,0.7794
stress_test,021_aug3_noise+color_-3_7_11+blur_k3.jpg,grozi_89,6,0.6701
stress_test,021_aug3_noise+color_-3_7_11+blur_k3.jpg,grozi_62,3,0.7887
stress_test,021_aug3_noise+color_-3_7_11+blur_k3.jpg,grozi_30,8,0.5025
stress_test,021_aug3_noise+color_-3_7_11+blur_k3.jpg,grozi_68,15,0.5083
stress_test,021_aug3_noise+color_-3_7_11+blur_k3.jpg,grozi_7,5,0.5228
stress_test,021_aug3_noise+color_-3_7_11+blur_k3.jpg,grozi_50,1,0.4893
stress_test,021_aug3_noise+color_-3_7_11+blur_k3.jpg,grozi_19,1,0.3473
stress_test,022_aug1_perspective+occlusion1.jpg,grozi_68,26,0.6106
stress_test,022_aug1_perspective+occlusion1.jpg,grozi_37,5,0.8753
stress_test,022_aug1_perspective+occlusion1.jpg,grozi_30,1,0.984
stress_test,022_aug1_perspective+occlusion1.jpg,grozi_89,5,0.6712
stress_test,022_aug1_perspective+occlusion1.jpg,grozi_10,4,0.7394
stress_test,022_aug1_perspective+occlusion1.jpg,grozi_7,5,0.5717
stress_test,022_aug1_perspective+occlusion1.jpg,grozi_115,1,0.5791
stress_test,022_aug1_perspective+occlusion1.jpg,grozi_15,1,0.3752
stress_test,022_aug1_perspective+occlusion1.jpg,grozi_24,1,0.2618
stress_test,022_aug2_light_0.69_-3+noise+occlusion2.jpg,grozi_37,8,0.8451
stress_test,022_aug2_light_0.69_-3+noise+occlusion2.jpg,grozi_68,21,0.8354
stress_test,022_aug2_light_0.69_-3+noise+occlusion2.jpg,grozi_30,4,0.5188
stress_test,022_aug2_light_0.69_-3+noise+occlusion2.jpg,grozi_10,3,0.6169
stress_test,022_aug2_light_0.69_-3+noise+occlusion2.jpg,grozi_7,7,0.4936
stress_test,022_aug2_light_0.69_-3+noise+occlusion2.jpg,grozi_15,1,0.6258
stress_test,022_aug2_light_0.69_-3+noise+occlusion2.jpg,grozi_89,2,0.4634
stress_test,022_aug3_light_0.61_3+occlusion2.jpg,grozi_37,8,0.9852
stress_test,022_aug3_light_0.61_3+occlusion2.jpg,grozi_68,30,0.7302
stress_test,022_aug3_light_0.61_3+occlusion2.jpg,grozi_30,4,0.5814
stress_test,022_aug3_light_0.61_3+occlusion2.jpg,grozi_10,3,0.8536
stress_test,022_aug3_light_0.61_3+occlusion2.jpg,grozi_7,3,0.4232
stress_test,022_aug3_light_0.61_3+occlusion2.jpg,grozi_89,1,0.5987
stress_test,022_aug3_light_0.61_3+occlusion2.jpg,grozi_15,1,0.5643
stress_test,023_aug1_color_-11_-5_-12.jpg,grozi_68,94,0.731
stress_test,023_aug1_color_-11_-5_-12.jpg,grozi_37,12,0.7161
stress_test,023_aug1_color_-11_-5_-12.jpg,grozi_7,11,0.5779
stress_test,023_aug1_color_-11_-5_-12.jpg,grozi_19,2,0.5341
stress_test,023_aug1_color_-11_-5_-12.jpg,grozi_31,4,0.518
stress_test,023_aug1_color_-11_-5_-12.jpg,grozi_30,7,0.3553
stress_test,023_aug2_noise+light_0.75_16.jpg,grozi_68,69,0.7245
stress_test,023_aug2_noise+light_0.75_16.jpg,grozi_7,12,0.5796
stress_test,023_aug2_noise+light_0.75_16.jpg,grozi_37,9,0.721
stress_test,023_aug2_noise+light_0.75_16.jpg,grozi_19,7,0.6024
stress_test,023_aug2_noise+light_0.75_16.jpg,grozi_31,6,0.4253
stress_test,023_aug2_noise+light_0.75_16.jpg,grozi_30,4,0.3796
stress_test,023_aug3_blur_k7+color_27_25_-13.jpg,grozi_68,46,0.6629
stress_test,023_aug3_blur_k7+color_27_25_-13.jpg,grozi_7,9,0.467
stress_test,023_aug3_blur_k7+color_27_25_-13.jpg,grozi_10,2,0.5453
stress_test,023_aug3_blur_k7+color_27_25_-13.jpg,grozi_19,3,0.61
stress_test,023_aug3_blur_k7+color_27_25_-13.jpg,grozi_37,4,0.4516
stress_test,023_aug3_blur_k7+color_27_25_-13.jpg,grozi_30,1,0.4774
stress_test,023_aug3_blur_k7+color_27_25_-13.jpg,grozi_89,1,0.3558
stress_test,024_aug1_perspective.jpg,grozi_21,2,0.835
stress_test,024_aug1_perspective.jpg,grozi_89,9,0.5601
stress_test,024_aug1_perspective.jpg,grozi_10,3,0.7396
stress_test,024_aug1_perspective.jpg,grozi_55,1,0.8669
stress_test,024_aug1_perspective.jpg,grozi_19,2,0.5169
stress_test,024_aug1_perspective.jpg,grozi_68,4,0.5025
stress_test,024_aug2_occlusion1+blur_k3.jpg,grozi_21,3,0.7065
stress_test,024_aug2_occlusion1+blur_k3.jpg,grozi_55,2,0.5731
stress_test,024_aug2_occlusion1+blur_k3.jpg,grozi_68,8,0.372
stress_test,024_aug2_occlusion1+blur_k3.jpg,grozi_19,1,0.371
stress_test,024_aug2_occlusion1+blur_k3.jpg,grozi_10,1,0.3533
stress_test,024_aug2_occlusion1+blur_k3.jpg,grozi_30,1,0.2826
stress_test,024_aug3_perspective+color_3_-16_12+light_1.05_-39.jpg,grozi_37,6,0.4855
stress_test,024_aug3_perspective+color_3_-16_12+light_1.05_-39.jpg,grozi_31,7,0.5325
stress_test,024_aug3_perspective+color_3_-16_12+light_1.05_-39.jpg,grozi_30,3,0.8107
stress_test,024_aug3_perspective+color_3_-16_12+light_1.05_-39.jpg,grozi_19,2,0.366
stress_test,024_aug3_perspective+color_3_-16_12+light_1.05_-39.jpg,grozi_68,1,0.4251
stress_test,024_aug3_perspective+color_3_-16_12+light_1.05_-39.jpg,grozi_18,3,0.3198
stress_test,024_aug3_perspective+color_3_-16_12+light_1.05_-39.jpg,grozi_15,1,0.3187
stress_test,025_aug1_occlusion2+light_1.06_9.jpg,grozi_30,7,0.7582
stress_test,025_aug1_occlusion2+light_1.06_9.jpg,grozi_37,7,0.6368
stress_test,025_aug1_occlusion2+light_1.06_9.jpg,grozi_15,2,0.4618
stress_test,025_aug1_occlusion2+light_1.06_9.jpg,grozi_68,5,0.3844
stress_test,025_aug1_occlusion2+light_1.06_9.jpg,grozi_19,1,0.3275
stress_test,025_aug2_occlusion3+noise+color_1_-19_11.jpg,grozi_37,5,0.4433
stress_test,025_aug2_occlusion3+noise+color_1_-19_11.jpg,grozi_68,2,0.6252
stress_test,025_aug2_occlusion3+noise+color_1_-19_11.jpg,grozi_30,4,0.4847
stress_test,025_aug2_occlusion3+noise+color_1_-19_11.jpg,grozi_7,2,0.3517
stress_test,025_aug2_occlusion3+noise+color_1_-19_11.jpg,grozi_15,2,0.3286
stress_test,025_aug2_occlusion3+noise+color_1_-19_11.jpg,grozi_19,1,0.3594
stress_test,025_aug2_occlusion3+noise+color_1_-19_11.jpg,grozi_89,1,0.3331
stress_test,025_aug3_blur_k3+occlusion2.jpg,grozi_30,9,0.7058
stress_test,025_aug3_blur_k3+occlusion2.jpg,grozi_37,3,0.6129
stress_test,025_aug3_blur_k3+occlusion2.jpg,grozi_10,3,0.9153
stress_test,025_aug3_blur_k3+occlusion2.jpg,grozi_68,11,0.5354
stress_test,025_aug3_blur_k3+occlusion2.jpg,grozi_89,1,0.4184
stress_test,025_aug3_blur_k3+occlusion2.jpg,grozi_15,1,0.3584
stress_test,026_aug1_blur_k7+light_0.88_4+noise.jpg,grozi_30,1,0.9518
stress_test,026_aug1_blur_k7+light_0.88_4+noise.jpg,grozi_21,4,0.5994
stress_test,026_aug1_blur_k7+light_0.88_4+noise.jpg,grozi_89,4,0.6463
stress_test,026_aug1_blur_k7+light_0.88_4+noise.jpg,grozi_62,1,0.8149
stress_test,026_aug1_blur_k7+light_0.88_4+noise.jpg,grozi_55,2,0.5699
stress_test,026_aug1_blur_k7+light_0.88_4+noise.jpg,grozi_118,3,0.5884
stress_test,026_aug1_blur_k7+light_0.88_4+noise.jpg,grozi_37,1,0.4148
stress_test,026_aug1_blur_k7+light_0.88_4+noise.jpg,grozi_15,1,0.4075
stress_test,026_aug1_blur_k7+light_0.88_4+noise.jpg,grozi_68,1,0.3102
stress_test,026_aug2_noise+occlusion1.jpg,grozi_21,5,0.7601
stress_test,026_aug2_noise+occlusion1.jpg,grozi_62,2,0.7314
stress_test,026_aug2_noise+occlusion1.jpg,grozi_89,4,0.524
stress_test,026_aug2_noise+occlusion1.jpg,grozi_55,2,0.5887
stress_test,026_aug2_noise+occlusion1.jpg,grozi_30,1,0.748
stress_test,026_aug2_noise+occlusion1.jpg,grozi_118,3,0.5469
stress_test,026_aug2_noise+occlusion1.jpg,grozi_37,1,0.4483
stress_test,026_aug2_noise+occlusion1.jpg,grozi_68,1,0.3816
stress_test,026_aug2_noise+occlusion1.jpg,grozi_82,1,0.2883
stress_test,026_aug3_blur_k5+perspective+color_24_9_-3.jpg,grozi_55,3,0.7562
stress_test,026_aug3_blur_k5+perspective+color_24_9_-3.jpg,grozi_21,4,0.7964
stress_test,026_aug3_blur_k5+perspective+color_24_9_-3.jpg,grozi_118,6,0.4765
stress_test,026_aug3_blur_k5+perspective+color_24_9_-3.jpg,grozi_89,5,0.3358
stress_test,026_aug3_blur_k5+perspective+color_24_9_-3.jpg,grozi_30,1,0.4051
stress_test,026_aug3_blur_k5+perspective+color_24_9_-3.jpg,grozi_19,2,0.3298
stress_test,027_aug1_perspective+blur_k7.jpg,grozi_31,2,0.5018
stress_test,027_aug1_perspective+blur_k7.jpg,grozi_68,3,0.3976
stress_test,027_aug1_perspective+blur_k7.jpg,grozi_19,1,0.2589
stress_test,027_aug2_perspective+color_-1_-20_25.jpg,grozi_30,4,0.4632
stress_test,027_aug2_perspective+color_-1_-20_25.jpg,grozi_31,1,0.4957
stress_test,027_aug2_perspective+color_-1_-20_25.jpg,grozi_15,2,0.3717
stress_test,027_aug2_perspective+color_-1_-20_25.jpg,grozi_37,2,0.3394
stress_test,027_aug3_blur_k3+perspective+light_0.94_-13.jpg,grozi_31,2,0.5392
stress_test,027_aug3_blur_k3+perspective+light_0.94_-13.jpg,grozi_37,2,0.4391
stress_test,027_aug3_blur_k3+perspective+light_0.94_-13.jpg,grozi_30,3,0.3003
stress_test,027_aug3_blur_k3+perspective+light_0.94_-13.jpg,grozi_24,1,0.3539
stress_test,027_aug3_blur_k3+perspective+light_0.94_-13.jpg,grozi_19,1,0.3051
stress_test,028_aug1_perspective.jpg,grozi_37,42,0.8924
stress_test,028_aug1_perspective.jpg,grozi_15,15,0.6245
stress_test,028_aug1_perspective.jpg,grozi_31,2,0.6404
stress_test,028_aug1_perspective.jpg,grozi_64,2,0.4947
stress_test,028_aug2_noise+light_0.99_-16+blur_k3.jpg,grozi_37,48,0.8633
stress_test,028_aug2_noise+light_0.99_-16+blur_k3.jpg,grozi_15,9,0.8277
stress_test,028_aug2_noise+light_0.99_-16+blur_k3.jpg,grozi_30,1,0.7619
stress_test,028_aug2_noise+light_0.99_-16+blur_k3.jpg,grozi_113,1,0.5537
stress_test,028_aug3_color_28_6_18.jpg,grozi_37,32,0.8916
stress_test,028_aug3_color_28_6_18.jpg,grozi_15,12,0.5923
stress_test,028_aug3_color_28_6_18.jpg,grozi_113,2,0.5976
stress_test,028_aug3_color_28_6_18.jpg,grozi_31,3,0.4887
